Title,Win,Oscar,Prod Budget,Gross Domestic,Release Date
Kill Bill Vol. 2,0,0,30000000,66208183,"April 16, 2004"
Sweet Home Alabama,0,0,30000000,127223418,"September 27, 2002"
American Pie 2,0,0,30000000,145103595,"August 10, 2001"
Step Up 3-D,0,0,30000000,42400223,"August 6, 2010"
The Darkest Hour,0,0,30000000,21443494,"December 25, 2011"
9,0,0,30000000,31749894,"September 9, 2009"
The Next Three Days,0,0,30000000,21148651,"November 19, 2010"
Taking Woodstock,0,0,30000000,7460204,"August 26, 2009"
The Three Stooges,0,0,30000000,44338224,"April 13, 2012"
District 9,0,0,30000000,115646235,"August 14, 2009"
The Way Back,0,0,30000000,2701859,"January 21, 2011"
Winnie the Pooh,0,0,30000000,26692846,"July 15, 2011"
Frequency,0,0,31000000,45010278,"April 28, 2000"
Vacation,0,0,31000000,58884188,"July 29, 2015"
Arlington Road,0,0,31000000,24756177,"July 9, 1999"
Extraordinary Measures,0,0,31000000,12068313,"January 22, 2010"
Flight,0,0,31000000,93772375,"November 2, 2012"
Ella Enchanted,0,0,31000000,22918387,"April 9, 2004"
Wimbledon,0,0,31000000,17001133,"September 17, 2004"
Hearts in Atlantis,0,0,31000000,24185781,"September 28, 2001"
Hero,0,0,31000000,53710019,"August 27, 2004"
Going the Distance,0,0,32000000,17804299,"September 3, 2010"
Whatever It Takes,0,0,32000000,8745680,"March 24, 2000"
The Tree of Life,0,0,32000000,13303319,"May 27, 2011"
Men of Honor,0,0,32000000,48818921,"November 10, 2000"
Dragon Wars,0,0,32000000,10977721,"September 14, 2007"
Takers,0,0,32000000,57744720,"August 27, 2010"
A History of Violence,0,0,32000000,31504633,"September 23, 2005"
The Mothman Prophecies,0,0,32000000,35746370,"January 25, 2002"
Hardball,0,0,32000000,40222729,"September 14, 2001"
The Reader,0,1,32000000,34194407,"December 10, 2008"
Transporter 2,0,0,32000000,43095856,"September 2, 2005"
Defiance,0,0,32000000,28644813,"December 31, 2008"
Are We There Yet?,0,0,32000000,82674398,"January 21, 2005"
Source Code,0,0,32000000,54712227,"April 1, 2011"
This is the End,0,0,32000000,101470202,"June 12, 2013"
Repo Men,0,0,32000000,13794835,"March 19, 2010"
Laws of Attraction,0,0,32000000,17871255,"April 30, 2004"
Bridesmaids,0,0,32500000,169106725,"May 13, 2011"
Step Up Revolution,0,0,33000000,35074677,"July 27, 2012"
Snow Dogs,0,0,33000000,81172560,"January 18, 2002"
Pandorum,0,0,33000000,10330853,"September 25, 2009"
Elf,0,0,33000000,173398518,"November 7, 2003"
The Punisher,0,0,33000000,33810189,"April 16, 2004"
Pushing Tin,0,0,33000000,8408835,"April 23, 1999"
The Benchwarmers,0,0,33000000,59843754,"April 7, 2006"
Snakes on a Plane,0,0,33000000,34020814,"August 18, 2006"
The Cell,0,0,33000000,61334059,"August 18, 2000"
Bringing Down the House,0,0,33000000,132716677,"March 7, 2003"
Resident Evil,0,0,33000000,40119709,"March 15, 2002"
Gran Torino,0,0,33000000,148095302,"December 12, 2008"
Rebound,0,0,33100000,16809014,"July 1, 2005"
The Longest Ride,0,0,34000000,37446117,"April 10, 2015"
Summer Catch,0,0,34000000,19753553,"August 24, 2001"
Detroit Rock City,0,0,34000000,4217115,"August 13, 1999"
Superstar,0,0,34000000,30636478,"October 8, 1999"
TMNT,0,0,34000000,54149098,"March 23, 2007"
The Maze Runner,0,0,34000000,102427862,"September 19, 2014"
Big Daddy,0,0,34200000,163479795,"June 25, 1999"
Eye of the Beholder,0,0,35000000,16500786,"January 28, 2000"
Paranoia,0,0,35000000,7385015,"August 16, 2013"
The Back-Up Plan,0,0,35000000,37490007,"April 23, 2010"
Hot Pursuit,0,0,35000000,34580201,"May 8, 2015"
Identity Thief,0,0,35000000,134506920,"February 8, 2013"
From Hell,0,0,35000000,31602566,"October 19, 2001"
North Country,0,0,35000000,18337722,"October 21, 2005"
Valiant,0,0,35000000,19478106,"August 19, 2005"
This Is 40,0,0,35000000,67544505,"December 21, 2012"
Poltergeist (2015),0,0,35000000,47425125,"May 22, 2015"
Saving Mr. Banks,0,0,35000000,83301580,"December 13, 2013"
Friends with Benefits,0,0,35000000,55802754,"July 22, 2011"
Nacho Libre,0,0,35000000,80197993,"June 16, 2006"
The Pianist,0,1,35000000,32572577,"December 25, 2002"
Secretariat,0,0,35000000,59713955,"October 8, 2010"
Furry Vengeance,0,0,35000000,17630465,"April 30, 2010"
A Good Year,0,0,35000000,7459300,"November 10, 2006"
The Wedding Planner,0,0,35000000,60400856,"January 26, 2001"
Unfinished Business,0,0,35000000,10219501,"March 6, 2015"
Jersey Girl,0,0,35000000,25268157,"March 26, 2004"
Spy Kids,0,0,35000000,112719001,"March 30, 2001"
J. Edgar,0,0,35000000,37306030,"November 9, 2011"
Parker,0,0,35000000,17616641,"January 25, 2013"
Radio,0,0,35000000,52333738,"October 24, 2003"
The Nativity Story,0,0,35000000,37629831,"December 1, 2006"
The Skulls,0,0,35000000,35046120,"March 31, 2000"
Lake Placid,0,0,35000000,31770414,"July 16, 1999"
Broken City,0,0,35000000,19701164,"January 18, 2013"
Snow Falling on Cedars,0,0,35000000,14417593,"December 22, 1999"
The Other Boleyn Girl,0,0,35000000,26814957,"February 29, 2008"
Beyond Borders,0,0,35000000,4430101,"October 24, 2003"
School for Scoundrels,0,0,35000000,17807569,"September 29, 2006"
The Young Victoria,0,0,35000000,11001272,"December 18, 2009"
Trainwreck,0,0,35000000,110038130,"July 17, 2015"
Revolutionary Road,0,0,35000000,22911480,"December 26, 2008"
Something Borrowed,0,0,35000000,39046489,"May 6, 2011"
School of Rock,0,0,35000000,81261177,"October 3, 2003"
The Country Bears,0,0,35000000,16990825,"July 26, 2002"
The Other Sister,0,0,35000000,27807627,"February 26, 1999"
Blast from the Past,0,0,35000000,26511114,"February 12, 1999"
Boys and Girls,0,0,35000000,21799652,"June 16, 2000"
The Devil Wears Prada,0,0,35000000,124740460,"June 30, 2006"
Bounce,0,0,35000000,36805288,"November 17, 2000"
Untraceable,0,0,35000000,28687835,"January 25, 2008"
Warm Bodies,0,0,35000000,66380662,"February 1, 2013"
Abduction,0,0,35000000,28087155,"September 23, 2011"
Down to You,0,0,35000000,20069008,"January 21, 2000"
Max Payne,0,0,35000000,40689393,"October 17, 2008"
Nanny McPhee Returns,0,0,35000000,29011215,"August 20, 2010"
Just Visiting,0,0,35000000,4781539,"April 6, 2001"
The Four Feathers,0,0,35000000,18306166,"September 20, 2002"
Little Black Book,0,0,35000000,20698668,"August 6, 2004"
Bad News Bears,0,0,35000000,32868349,"July 22, 2005"
Queen of the Damned,0,0,35000000,30336800,"February 22, 2002"
The Hangover,0,0,35000000,277322503,"June 5, 2009"
Whiteout,0,0,35000000,10275638,"September 11, 2009"
Horrible Bosses,0,0,35000000,117538559,"July 8, 2011"
Nurse Betty,0,0,35000000,25170054,"September 8, 2000"
What Happens in Vegas,0,0,35000000,80277646,"May 9, 2008"
Premium Rush,0,0,35000000,20275446,"August 24, 2012"
The Ladykillers,0,0,35000000,39799191,"March 26, 2004"
Lions for Lambs,0,0,35000000,15002854,"November 9, 2007"
21,0,0,35000000,81159365,"March 28, 2008"
The Pledge,0,0,35000000,19733089,"January 19, 2001"
The Big Wedding,0,0,35000000,21819348,"April 26, 2013"
See Spot Run,0,0,35000000,33357476,"March 2, 2001"
Alex Cross,0,0,35000000,25888412,"October 19, 2012"
Two for the Money,0,0,35000000,22991379,"October 7, 2005"
Sky High,0,0,35000000,63946815,"July 29, 2005"
The Little Vampire,0,0,35000000,13572400,"October 27, 2000"
The Fountain,0,0,35000000,10144010,"November 22, 2006"
Heartbreakers,0,0,35000000,40336607,"March 23, 2001"
Old Dogs,0,0,35000000,49492060,"November 25, 2009"
Head of State,0,0,35200000,38125247,"March 28, 2003"
Dolphin Tale 2,0,0,36000000,42024533,"September 12, 2014"
Cradle Will Rock,0,0,36000000,2903404,"December 10, 1999"
John Q.,0,0,36000000,71756802,"February 15, 2002"
Hot Tub Time Machine,0,0,36000000,50287556,"March 26, 2010"
There Be Dragons,0,0,36000000,1069334,"May 6, 2011"
A Man Apart,0,0,36000000,26736098,"April 4, 2003"
Hall Pass,0,0,36000000,45060734,"February 25, 2011"
We're the Millers,0,0,37000000,150394119,"August 7, 2013"
Space Chimps,0,0,37000000,30105968,"July 18, 2008"
13 Going on 30,0,0,37000000,57231747,"April 23, 2004"
Twilight,0,0,37000000,192769854,"November 21, 2008"
Dolphin Tale,0,0,37000000,72286779,"September 23, 2011"
Drowning Mona,0,0,37000000,15506764,"March 3, 2000"
Aloha,0,0,37000000,21067116,"May 29, 2015"
The Rite,0,0,37000000,33047633,"January 28, 2011"
House on Haunted Hill,0,0,37000000,40846082,"October 29, 1999"
White Chicks,0,0,37000000,70831760,"June 23, 2004"
Burn After Reading,0,0,37000000,60355347,"September 12, 2008"
The Town,0,0,37000000,92186262,"September 17, 2010"
Nim's Island,0,0,37000000,48006762,"April 4, 2008"
Magnolia,0,0,37000000,22455976,"December 17, 1999"
Ride with the Devil,0,0,38000000,635096,"November 26, 1999"
Enough,0,0,38000000,40007742,"May 24, 2002"
Life as We Know It,0,0,38000000,53374681,"October 8, 2010"
Riddick,0,0,38000000,42025135,"September 6, 2013"
The Life of David Gale,0,0,38000000,19955598,"February 21, 2003"
The Ugly Truth,0,0,38000000,88915214,"July 24, 2009"
The Crew,0,0,38000000,13023075,"August 25, 2000"
Cursed,0,0,38000000,19297522,"February 25, 2005"
Joe Somebody,0,0,38000000,22771646,"December 21, 2001"
The Ninth Gate,0,0,38000000,18661336,"March 10, 2000"
The Fast and the Furious,0,0,38000000,144533925,"June 22, 2001"
The Thing (2011),0,0,38000000,16928670,"October 14, 2011"
Rush (2013),0,0,38000000,26947624,"September 20, 2013"
Push,0,0,38000000,31811527,"February 6, 2009"
Water for Elephants,0,0,38000000,58709717,"April 22, 2011"
The Shipping News,0,0,38000000,11434216,"December 25, 2001"
True Grit,0,1,38000000,171243005,"December 22, 2010"
Josie and the Pussycats,0,0,39000000,14271015,"April 11, 2001"
Frankenweenie,0,0,39000000,35291068,"October 5, 2012"
Serenity,0,0,39000000,25514517,"September 30, 2005"
Shoot 'Em Up,0,0,39000000,12807139,"September 7, 2007"
Heist,0,0,39000000,23510841,"November 9, 2001"
The Time Traveler's Wife,0,0,39000000,63414846,"August 14, 2009"
Paul,0,0,40000000,37412945,"March 18, 2011"
Ninja Assassin,0,0,40000000,38122883,"November 25, 2009"
Amelia,0,0,40000000,14245415,"October 23, 2009"
Grudge Match,0,0,40000000,29807260,"December 25, 2013"
fear dot com,0,0,40000000,13258249,"August 30, 2002"
Eight Below,0,0,40000000,81612565,"February 17, 2006"
The Social Network,0,1,40000000,96962694,"October 1, 2010"
Escape From Planet Earth,0,0,40000000,57012977,"February 15, 2013"
The Prestige,0,0,40000000,53089891,"October 20, 2006"
Big Trouble,0,0,40000000,7267307,"April 5, 2002"
One For the Money,0,0,40000000,26414527,"January 27, 2012"
Zero Dark Thirty,0,1,40000000,95720716,"December 19, 2012"
The Host (2013),0,0,40000000,26627201,"March 29, 2013"
City by the Sea,0,0,40000000,22448879,"September 6, 2002"
The Talented Mr. Ripley,0,0,40000000,81298265,"December 25, 1999"
Cheaper by the Dozen,0,0,40000000,138614544,"December 25, 2003"
Lucy,0,0,40000000,126663600,"July 25, 2014"
In Time,0,0,40000000,37520095,"October 28, 2011"
Marie Antoinette,0,0,40000000,15962471,"October 20, 2006"
The Lincoln Lawyer,0,0,40000000,58009200,"March 18, 2011"
Envy,0,0,40000000,13562325,"April 30, 2004"
Apocalypto,0,0,40000000,50866635,"December 8, 2006"
Sex Tape,0,0,40000000,38543473,"July 18, 2014"
Scream 3,0,0,40000000,89143175,"February 4, 2000"
Vantage Point,0,0,40000000,72266306,"February 22, 2008"
Ray,0,1,40000000,75331600,"October 29, 2004"
Colombiana,0,0,40000000,36665854,"August 26, 2011"
Lone Survivor,0,0,40000000,125095601,"December 25, 2013"
Secret Window,0,0,40000000,48022900,"March 12, 2004"
8MM,0,0,40000000,36663315,"February 26, 1999"
The Lake House,0,0,40000000,52330111,"June 16, 2006"
Dumb and Dumber To,0,0,40000000,86208010,"November 14, 2014"
A Thousand Words,0,0,40000000,18450127,"March 9, 2012"
The Karate Kid,0,0,40000000,176591618,"June 11, 2010"
Fantastic Mr. Fox,0,0,40000000,21002919,"November 13, 2009"
Wedding Crashers,0,0,40000000,209255921,"July 15, 2005"
Behind Enemy Lines,0,0,40000000,58856790,"November 30, 2001"
Season of the Witch,0,0,40000000,24827228,"January 7, 2011"
The Whole Ten Yards,0,0,40000000,16328471,"April 9, 2004"
Blended,0,0,40000000,46294610,"May 23, 2014"
Get Hard,0,0,40000000,90411453,"March 27, 2015"
The Final Destination,0,0,40000000,66477700,"August 28, 2009"
Rent,0,0,40000000,29077547,"November 23, 2005"
Predators,0,0,40000000,52000688,"July 9, 2010"
Julie & Julia,0,0,40000000,94125426,"August 7, 2009"
Torque,0,0,40000000,21215059,"January 16, 2004"
Delgo,0,0,40000000,694782,"December 12, 2008"
The Proposal,0,0,40000000,163958031,"June 19, 2009"
Jersey Boys,0,0,40000000,47047013,"June 20, 2014"
Final Destination 5,0,0,40000000,42587643,"August 12, 2011"
Big Momma's House 2,0,0,40000000,70165972,"January 27, 2006"
The Other Woman (2014),0,0,40000000,83911193,"April 25, 2014"
The Sixth Sense,0,1,40000000,293506292,"August 6, 1999"
The Express,0,0,40000000,9793406,"October 10, 2008"
The Bounty Hunter,0,0,40000000,67061228,"March 19, 2010"
Get Him to the Greek,0,0,40000000,60974475,"June 4, 2010"
House of Wax,0,0,40000000,32064800,"May 6, 2005"
Duplex,0,0,40000000,9692135,"September 26, 2003"
Get Rich or Die Tryin',0,0,40000000,30985352,"November 9, 2005"
42,0,0,40000000,95020213,"April 12, 2013"
"Girl, Interrupted",0,0,40000000,28912646,"December 21, 1999"
Scream 4,0,0,40000000,38180928,"April 15, 2011"
Gothika,0,0,40000000,59694580,"November 21, 2003"
The Gunman,0,0,40000000,10664749,"March 20, 2015"
The Mechanic,0,0,40000000,29121498,"January 28, 2011"
Shallow Hal,0,0,40000000,70839203,"November 9, 2001"
Sin City,0,0,40000000,74103820,"April 1, 2005"
Johnny English,0,0,40000000,28082366,"July 18, 2003"
Big Miracle,0,0,40000000,20157300,"February 3, 2012"
American Hustle,0,1,40000000,150117807,"December 13, 2013"
Pay It Forward,0,0,40000000,33519628,"October 20, 2000"
The Wicker Man,0,0,40000000,23649127,"September 1, 2006"
Fifty Shades of Grey,0,0,40000000,166167230,"February 13, 2015"
Made of Honor,0,0,40000000,46012734,"May 2, 2008"
Morning Glory,0,0,40000000,31011732,"November 10, 2010"
Arthur (2011),0,0,40000000,33035397,"April 8, 2011"
The Musketeer,0,0,40000000,27073640,"September 7, 2001"
Love Actually,0,0,40000000,59696144,"November 7, 2003"
The Guilt Trip,0,0,40000000,37134215,"December 19, 2012"
8 Mile,0,0,41000000,116750901,"November 8, 2002"
The Big Year,0,0,41000000,7204138,"October 14, 2011"
The Whole Nine Yards,0,0,41300000,57262492,"February 18, 2000"
Red Riding Hood,0,0,42000000,37662162,"March 11, 2011"
Thirteen Ghosts,0,0,42000000,41867960,"October 26, 2001"
The Forgotten,0,0,42000000,67133509,"September 24, 2004"
The Warrior's Way,0,0,42000000,5666340,"December 3, 2010"
High Crimes,0,0,42000000,41543917,"April 5, 2002"
Reindeer Games,0,0,42000000,23368995,"February 25, 2000"
21 Jump Street,0,0,42000000,138447667,"March 16, 2012"
Along Came Polly,0,0,42000000,88097164,"January 16, 2004"
Man on a Ledge,0,0,42000000,18620000,"January 27, 2012"
Micmacs,0,0,42000000,1262079,"May 28, 2010"
Original Sin,0,0,42000000,16534221,"August 3, 2001"
Horrible Bosses 2,0,0,42000000,54445357,"November 26, 2014"
Notting Hill,0,0,42000000,116089678,"May 28, 1999"
The Nut Job,0,0,42000000,64251541,"January 17, 2014"
The Skeleton Key,0,0,43000000,47907715,"August 12, 2005"
Monster-in-Law,0,0,43000000,82931301,"May 13, 2005"
The Heat,0,0,43000000,159582188,"June 28, 2013"
Elektra,0,0,43000000,24409722,"January 14, 2005"
28 Days,0,0,43000000,37170488,"April 14, 2000"
The Sweetest Thing,0,0,43000000,24718164,"April 12, 2002"
Charlie St. Cloud,0,0,44000000,31162545,"July 30, 2010"
Isn't She Great,0,0,44000000,2962465,"January 28, 2000"
Argo,1,1,44500000,136025503,"October 12, 2012"
The Rum Diary,0,0,45000000,13109815,"October 28, 2011"
Flight of the Phoenix,0,0,45000000,21009180,"December 17, 2004"
Aliens in the Attic,0,0,45000000,25200412,"July 31, 2009"
Jakob the Liar,0,0,45000000,4956401,"September 24, 1999"
Inside Man,0,0,45000000,88513495,"March 24, 2006"
Chicago,1,1,45000000,170687518,"December 27, 2002"
Death Race,0,0,45000000,36316032,"August 22, 2008"
Chicken Run,0,0,45000000,106834564,"June 23, 2000"
Scary Movie 4,0,0,45000000,90710620,"April 14, 2006"
Scary Movie 2,0,0,45000000,71308997,"July 4, 2001"
The Ghost Writer,0,0,45000000,15541549,"February 19, 2010"
Taking Lives,0,0,45000000,32682342,"March 19, 2004"
Dungeons & Dragons,0,0,45000000,15220685,"December 8, 2000"
Unleashed,0,0,45000000,24537621,"May 13, 2005"
Johnny English Reborn,0,0,45000000,8305970,"October 21, 2011"
The Last Stand,0,0,45000000,12050299,"January 18, 2013"
Last Holiday,0,0,45000000,38399961,"January 13, 2006"
The Muppets,0,0,45000000,88631237,"November 23, 2011"
Taken 2,0,0,45000000,139854287,"October 5, 2012"
Four Brothers,0,0,45000000,74494381,"August 12, 2005"
Elizabethtown,0,0,45000000,26850426,"October 14, 2005"
Coyote Ugly,0,0,45000000,60786269,"August 4, 2000"
Miracle at St. Anna,0,0,45000000,7919117,"September 26, 2008"
Galaxy Quest,0,0,45000000,71583916,"December 25, 1999"
Bangkok Dangerous,0,0,45000000,15298133,"September 5, 2008"
Kicking and Screaming,0,0,45000000,52842724,"May 13, 2005"
The Producers,0,0,45000000,19398532,"December 16, 2005"
"Yours, Mine and Ours",0,0,45000000,53412862,"November 23, 2005"
Changing Lanes,0,0,45000000,66818548,"April 12, 2002"
The Bucket List,0,0,45000000,93466502,"December 25, 2007"
Savages (2012),0,0,45000000,47382068,"July 6, 2012"
Miss Congeniality,0,0,45000000,106807667,"December 22, 2000"
Prisoners,0,0,46000000,61002302,"September 20, 2013"
America's Sweethearts,0,0,46000000,93607673,"July 20, 2001"
Shaft,0,0,46000000,70334258,"June 16, 2000"
Insomnia,0,0,46000000,67355513,"May 24, 2002"
Walking Tall,0,0,46000000,46437717,"April 2, 2004"
The Animal,0,0,47000000,57743062,"June 1, 2001"
Solaris,0,0,47000000,14973382,"November 27, 2002"
Jonah Hex,0,0,47000000,10547117,"June 18, 2010"
Tooth Fairy,0,0,48000000,60022256,"January 22, 2010"
Scary Movie 3,0,0,48000000,110003217,"October 24, 2003"
Taken 3,0,0,48000000,89256424,"January 9, 2015"
The Happening,0,0,48000000,64506874,"June 13, 2008"
The Thomas Crown Affair,0,0,48000000,69305181,"August 6, 1999"
Bedazzled (2000),0,0,48000000,37886980,"October 20, 2000"
Panic Room,0,0,48000000,96397334,"March 29, 2002"
The Ring,0,0,48000000,129128133,"October 18, 2002"
Down to Earth,0,0,49000000,64186502,"February 16, 2001"
Chappie,0,0,49000000,31569268,"March 6, 2015"
Your Highness,0,0,49900000,21596445,"April 8, 2011"
Syriana,0,0,50000000,50824620,"November 23, 2005"
Death to Smoochy,0,0,50000000,8364691,"March 29, 2002"
The Story of Us,0,0,50000000,27100031,"October 15, 1999"
Muppets Most Wanted,0,0,50000000,51183113,"March 21, 2014"
Failure to Launch,0,0,50000000,88715192,"March 10, 2006"
Planes,0,0,50000000,90288712,"August 9, 2013"
Silent Hill,0,0,50000000,46982632,"April 21, 2006"
Lost Souls,0,0,50000000,16815253,"October 13, 2000"
Lord of War,0,0,50000000,24149632,"September 16, 2005"
The International,0,0,50000000,25450527,"February 13, 2009"
Hereafter,0,0,50000000,32746941,"October 15, 2010"
Into the Woods,0,0,50000000,128002372,"December 25, 2014"
The Ant Bully,0,0,50000000,28142535,"July 28, 2006"
Into The Storm,0,0,50000000,47602194,"August 8, 2014"
Moneyball,0,1,50000000,75605492,"September 23, 2011"
Moulin Rouge!,0,1,50000000,57386607,"May 18, 2001"
Super 8,0,0,50000000,127004179,"June 10, 2011"
22 Jump Street,0,0,50000000,191719337,"June 13, 2014"
Dredd,0,0,50000000,13414714,"September 21, 2012"
Don't Say a Word,0,0,50000000,55001642,"September 28, 2001"
The Book of Life (2014),0,0,50000000,50151543,"October 17, 2014"
Run All Night,0,0,50000000,26461644,"March 13, 2015"
"Crazy, Stupid, Love.",0,0,50000000,84351197,"July 29, 2011"
Marmaduke,0,0,50000000,33644788,"June 4, 2010"
Mr. Deeds,0,0,50000000,126293452,"June 28, 2002"
Angela's Ashes,0,0,50000000,13042112,"December 25, 1999"
The Beach,0,0,50000000,39785027,"February 11, 2000"
American Reunion,0,0,50000000,57011521,"April 6, 2012"
Twisted,0,0,50000000,25198598,"February 27, 2004"
Shanghai Knights,0,0,50000000,60476872,"February 7, 2003"
Unfaithful,0,0,50000000,52775765,"May 8, 2002"
Rambo,0,0,50000000,42754105,"January 25, 2008"
The Dukes of Hazzard,0,0,50000000,80270227,"August 5, 2005"
Exit Wounds,0,0,50000000,51758599,"March 16, 2001"
The Black Dahlia,0,0,50000000,22545080,"September 15, 2006"
Blood Work,0,0,50000000,26235081,"August 9, 2002"
Out of Time,0,0,50000000,41088845,"October 3, 2003"
Murder by Numbers,0,0,50000000,31945749,"April 19, 2002"
Curious George,0,0,50000000,58360760,"February 10, 2006"
Outlander,0,0,50000000,166003,"January 23, 2009"
Non-Stop,0,0,50000000,92168600,"February 28, 2014"
Dream House,0,0,50000000,21302340,"September 30, 2011"
Black Knight,0,0,50000000,33426971,"November 21, 2001"
Knowing,0,0,50000000,79957634,"March 20, 2009"
The Hurricane,0,0,50000000,50699241,"December 29, 1999"
The Mod Squad,0,0,50000000,13263993,"March 26, 1999"
The Replacements,0,0,50000000,44737059,"August 11, 2000"
Law Abiding Citizen,0,0,50000000,73357727,"October 16, 2009"
Shall We Dance,0,0,50000000,57890460,"October 15, 2004"
The Judge,0,0,50000000,47119388,"October 10, 2014"
I Dreamed of Africa,0,0,50000000,6651522,"May 5, 2000"
RV,0,0,50000000,71726025,"April 28, 2006"
Ted,0,0,50000000,218815487,"June 29, 2012"
Pirate Radio,0,0,50000000,8017917,"November 13, 2009"
Focus (2015),0,0,50100000,53862963,"February 27, 2015"
The Adjustment Bureau,0,0,50200000,62495645,"March 4, 2011"
The Bachelor,0,0,51000000,21760240,"November 5, 1999"
Bait,0,0,51000000,15325127,"September 15, 2000"
"Me, Myself and Irene",0,0,51000000,90570999,"June 23, 2000"
From Paris with Love,0,0,52000000,24077427,"February 5, 2010"
The Break-Up,0,0,52000000,118703275,"June 2, 2006"
Bulletproof Monk,0,0,52000000,23358708,"April 16, 2003"
Mamma Mia!,0,0,52000000,144130063,"July 18, 2008"
The Change-Up,0,0,52000000,37081475,"August 5, 2011"
Catch Me If You Can,0,0,52000000,164615351,"December 25, 2002"
Erin Brockovich,0,0,52000000,125595205,"March 17, 2000"
Valentine's Day,0,0,52000000,110485654,"February 12, 2010"
Blow,0,0,53000000,52990775,"April 6, 2001"
Be Cool,0,0,53000000,56046979,"March 4, 2005"
Angel Eyes,0,0,53000000,24174218,"May 18, 2001"
Dracula 2000,0,0,54000000,33022767,"December 22, 2000"
V for Vendetta,0,0,54000000,70511035,"March 17, 2006"
Gigli,0,0,54000000,6087542,"August 1, 2003"
"You, Me and Dupree",0,0,54000000,75628110,"July 14, 2006"
Blade II,0,0,54000000,82348319,"March 22, 2002"
Burlesque,0,0,55000000,39440655,"November 24, 2010"
Maid in Manhattan,0,0,55000000,94011225,"December 13, 2002"
Shanghai Noon,0,0,55000000,56937502,"May 26, 2000"
All the King's Men,0,0,55000000,7221458,"September 22, 2006"
Changeling,0,0,55000000,35739802,"October 24, 2008"
Captain Phillips,0,1,55000000,107100855,"October 11, 2013"
Date Night,0,0,55000000,98711404,"April 9, 2010"
Paddington,0,0,55000000,76223578,"January 16, 2015"
3:10 to Yuma (2007),0,0,55000000,53606916,"September 7, 2007"
Wonder Boys,0,0,55000000,19393557,"February 23, 2000"
American Wedding,0,0,55000000,104565114,"August 1, 2003"
Mr. Popper's Penguins,0,0,55000000,68224452,"June 17, 2011"
Bowfinger,0,0,55000000,66384775,"August 13, 1999"
City of Ember,0,0,55000000,7873007,"October 10, 2008"
The Pursuit of Happyness,0,0,55000000,163566459,"December 15, 2006"
Seven Pounds,0,0,55000000,69951824,"December 19, 2008"
Bringing Out the Dead,0,0,55000000,16797191,"October 22, 1999"
Free Birds,0,0,55000000,55750480,"November 1, 2013"
The Hunted,0,0,55000000,34244097,"March 14, 2003"
True Crime,0,0,55000000,16649768,"March 19, 1999"
Any Given Sunday,0,0,55000000,75530832,"December 22, 1999"
Imagine That,0,0,55000000,16123323,"June 12, 2009"
The Equalizer,0,0,55000000,101530738,"September 26, 2014"
Meet the Parents,0,0,55000000,166244045,"October 6, 2000"
The Pacifier,0,0,56000000,113086868,"March 4, 2005"
New Year's Eve,0,0,56000000,54544638,"December 9, 2011"
Gods and Generals,0,0,56000000,12882934,"February 21, 2003"
A Very Long Engagement,0,0,56600000,6524389,"November 26, 2004"
All the Pretty Horses,0,0,57000000,15540353,"December 25, 2000"
The Mexican,0,0,57000000,66845033,"March 2, 2001"
Rock Star,0,0,57000000,17008282,"September 7, 2001"
Thunderbirds,0,0,57000000,6880917,"July 30, 2004"
A Beautiful Mind,1,1,58000000,170742341,"December 21, 2001"
Just Like Heaven,0,0,58000000,48318130,"September 16, 2005"
Red Tails,0,0,58000000,49876377,"January 20, 2012"
The Internship,0,0,58000000,44672764,"June 7, 2013"
Leatherheads,0,0,58000000,31373938,"April 4, 2008"
Red,0,0,58000000,90380162,"October 15, 2010"
American Sniper,0,1,58800000,350126372,"December 25, 2014"
Ice Age,0,0,59000000,176387405,"March 15, 2002"
Jack Reacher,0,0,60000000,80070736,"December 21, 2012"
Oliver Twist,0,0,60000000,2080321,"September 23, 2005"
The Green Mile,0,1,60000000,136801374,"December 10, 1999"
Alfie,0,0,60000000,13399812,"November 5, 2004"
Year One,0,0,60000000,43337279,"June 19, 2009"
Winter's Tale,0,0,60000000,12600231,"February 14, 2014"
The Scorpion King,0,0,60000000,91047077,"April 19, 2002"
Eat Pray Love,0,0,60000000,80574010,"August 13, 2010"
Cats & Dogs,0,0,60000000,93385515,"July 4, 2001"
The Family Man,0,0,60000000,75793305,"December 22, 2000"
Deep Blue Sea,0,0,60000000,73648142,"July 30, 1999"
Gangster Squad,0,0,60000000,46000903,"January 11, 2013"
The Bourne Identity,0,0,60000000,121661683,"June 14, 2002"
The Village,0,0,60000000,114197520,"July 30, 2004"
The Boxtrolls,0,0,60000000,50837305,"September 26, 2014"
Kangaroo Jack,0,0,60000000,66934963,"January 17, 2003"
Runaway Jury,0,0,60000000,49443628,"October 17, 2003"
Reign of Fire,0,0,60000000,43061982,"July 12, 2002"
Inkheart,0,0,60000000,17303424,"January 23, 2009"
Along Came a Spider,0,0,60000000,74078174,"April 6, 2001"
At First Sight,0,0,60000000,22365133,"January 15, 1999"
ParaNorman,0,0,60000000,56003051,"August 17, 2012"
Shrek,0,0,60000000,267665011,"May 16, 2001"
Invictus,0,0,60000000,37491364,"December 11, 2009"
The LEGO Movie,0,0,60000000,257760692,"February 7, 2014"
The Tuxedo,0,0,60000000,50547998,"September 27, 2002"
I Am Number Four,0,0,60000000,55100437,"February 18, 2011"
